CID,IsomericSMILES,Descriptors,alcohol,animal,aquatic,earthy,flower,fruity,green,herbal,savory,spices,woody
3017292,CCCC1=CC=C(C=C1)OC(=O)C,['spices'],0,0,0,0,0,0,0,0,0,1,0
3017418,CCCC(=O)C(CC)S,"['green', 'herbal', 'fruity']",0,0,0,0,0,1,1,1,0,0,0
3017432,CC(C)CC1CC(CCO1)(C)O,"['flower', 'aquatic']",0,0,1,0,1,0,0,0,0,0,0
3017534,CCCCCC=CC(CC=C)O,"['green', 'savory', 'earthy']",0,0,0,1,0,0,1,0,1,0,0
3017596,CCOC1=C(OC(C1=O)C)C,"['savory', 'alcohol', 'fruity']",1,0,0,0,0,1,0,0,1,0,0
3017624,CC(COC)C1=CC=CC=C1,['flower'],0,0,0,0,1,0,0,0,0,0,0
3017637,CCCCCCC(C)CC=O,['flower'],0,0,0,0,1,0,0,0,0,0,0
3017783,CCOC(=O)CC(C)CC(C)(C)C,"['green', 'flower', 'alcohol', 'fruity']",1,0,0,0,1,1,1,0,0,0,0
3017811,CC1=NC(SC1)C(C)C,['savory'],0,0,0,0,0,0,0,0,1,0,0
3017905,CCCCCCCCOC(=O)C=CC1=CC=CC=C1,"['herbal', 'fruity']",0,0,0,0,0,1,0,1,0,0,0
3017923,CCCCCCCCC(C)C#N,"['flower', 'fruity']",0,0,0,0,1,1,0,0,0,0,0
3018185,CCCCCCC(=O)OCC1=CC=C(C=C1)OC,['fruity'],0,0,0,0,0,1,0,0,0,0,0
3018186,C1=CC=C(C=C1)C=CCOC(=O)C2=CC=CC=C2O,['flower'],0,0,0,0,1,0,0,0,0,0,0
3018190,CC(C)(CCCC(=C)C=C)OC=O,"['green', 'fruity']",0,0,0,0,0,1,1,0,0,0,0
3018210,CCOC(CC(C)CCC=C(C)C)OCC,"['green', 'fruity']",0,0,0,0,0,1,1,0,0,0,0
3018221,CCCCCCCCC=COC,"['green', 'aquatic', 'fruity']",0,0,1,0,0,1,1,0,0,0,0
3018362,CCCCCCCCCOC(=O)C1=CC=CC=C1N,"['flower', 'alcohol', 'aquatic', 'fruity']",1,0,1,0,1,1,0,0,0,0,0
3018383,CCCCCCCCCCCCC(OCC)OCC,['fruity'],0,0,0,0,0,1,0,0,0,0,0
3018473,CC(C)COC(=O)C1=CC2=C(C=C1)OCO2,['flower'],0,0,0,0,1,0,0,0,0,0,0
3018539,CCCC(=O)OCSC,"['savory', 'animal', 'aquatic', 'fruity']",0,1,1,0,0,1,0,0,1,0,0
3018567,CC(C)CCOC(C)OCC(C)C,"['green', 'savory', 'alcohol', 'aquatic']",1,0,1,0,0,0,1,0,1,0,0
3018619,CC(C)CCCCCCCCCCC=O,"['savory', 'animal', 'fruity']",0,1,0,0,0,1,0,0,1,0,0
3018907,CC(C)C(=O)OC(C)CC(=C)C,"['flower', 'herbal', 'fruity']",0,0,0,0,1,1,0,1,0,0,0
3018936,CC1CCC2=C(C(=O)OC2=C1)C,"['spices', 'herbal', 'fruity']",0,0,0,0,0,1,0,1,0,1,0
3019015,CC(C)C(=NO)C(C)(C)CC=C(C)C=C,['fruity'],0,0,0,0,0,1,0,0,0,0,0
3019775,CCC(C)C(=O)OCCC(=C)C,"['green', 'fruity']",0,0,0,0,0,1,1,0,0,0,0
3019958,CC(C)CC(=O)OCCCSC,"['savory', 'fruity']",0,0,0,0,0,1,0,0,1,0,0
3020401,CC(C(C)(CC=C(C)C)C=C)O,['herbal'],0,0,0,0,0,0,0,1,0,0,0
3020407,CCOC(CC(C)C)OCC(C)C,"['green', 'savory', 'alcohol']",1,0,0,0,0,0,1,0,1,0,0
3021670,CCOC(=O)CC(C)SCC,"['savory', 'aquatic', 'fruity']",0,0,1,0,0,1,0,0,1,0,0
3021997,CC(CC(C)C1=CC=CC=C1)CO,"['flower', 'fruity', 'green', 'herbal', 'aquatic']",0,0,1,0,1,1,1,1,0,0,0
3022051,CC(C)(C)CC(C)(CC(C)(C)C)S,['savory'],0,0,0,0,0,0,0,0,1,0,0
3022280,CCCCC(CC)C(=O)OCCC1=CC=CC=C1,['flower'],0,0,0,0,1,0,0,0,0,0,0
3022504,CC(C)OC(CC1=CC=CC=C1)OC(C)C,"['green', 'herbal', 'animal']",0,1,0,0,0,0,1,1,0,0,0
3022715,CCOC(C)OC(C)(C)CCCC(C)CC=O,"['flower', 'aquatic']",0,0,1,0,1,0,0,0,0,0,0
3022909,CCCCCC(=O)CCCC(=O)OCC,['fruity'],0,0,0,0,0,1,0,0,0,0,0
3023083,CCC(C)C(=O)OCC=C,"['green', 'savory', 'fruity']",0,0,0,0,0,1,1,0,1,0,0
3023179,CC1=CC(=C(C=C1)OCC=C)C,"['flower', 'herbal']",0,0,0,0,1,0,0,1,0,0,0
3023273,CC1=C(N=CS1)CCOC(=O)C(C)C,['savory'],0,0,0,0,0,0,0,0,1,0,0
3023280,CC(C)C(=O)OCCCC1CCCCC1,"['green', 'aquatic', 'fruity']",0,0,1,0,0,1,1,0,0,0,0
3023392,CCC=CCCOC(=O)C(CC)CC,"['green', 'fruity']",0,0,0,0,0,1,1,0,0,0,0
3023704,CCCCCOC(=O)C1=C(C=C(C=C1)C)O,"['flower', 'herbal', 'fruity']",0,0,0,0,1,1,0,1,0,0,0
3023838,CCCC(=O)OCCC1=C(N=CS1)C,['savory'],0,0,0,0,0,0,0,0,1,0,0
3023840,CCC(C)(C)C1=CC=C(C=C1)OCC(OCC)OCC,"['green', 'fruity']",0,0,0,0,0,1,1,0,0,0,0
3023950,CCCC(=O)OC1CC(CC(C1)(C)C)C,"['herbal', 'fruity']",0,0,0,0,0,1,0,1,0,0,0
3024003,CC1CCOC(C1)C2=CC=CC=C2,"['flower', 'savory', 'green', 'herbal', 'aquatic']",0,0,1,0,1,0,1,1,1,0,0
3024081,CC(C)CCOC(C1=CC=CC=C1)OCCC(C)C,"['herbal', 'savory', 'fruity']",0,0,0,0,0,1,0,1,1,0,0
3024273,CCCC(CCOC)S,"['green', 'herbal', 'fruity']",0,0,0,0,0,1,1,1,0,0,0
3024287,CCCCCOC1=C(C=C(C=C1)CC=C)OC,"['flower', 'herbal']",0,0,0,0,1,0,0,1,0,0,0
3025865,CCCCC(C(C)CCC)O,['herbal'],0,0,0,0,0,0,0,1,0,0,0
3025939,CC(CC(=O)C)SCC1=CC=CO1,['savory'],0,0,0,0,0,0,0,0,1,0,0
3032487,C1CCCCC(=O)OCCOC(=O)CCC1,['animal'],0,1,0,0,0,0,0,0,0,0,0
3032853,C[C@H]1CC[C@H]([C@H]2[C@H]1C=C[C@@H](C2)C)C(C)C,"['herbal', 'savory', 'aquatic']",0,0,1,0,0,0,0,1,1,0,0
3033030,CC(CCC=C(C)C)CC#N,"['flower', 'aquatic', 'fruity']",0,0,1,0,1,1,0,0,0,0,0
3033866,CC1=CC/C(=C(/C)\CCC=C(C)C)/CC1,"['flower', 'fruity']",0,0,0,0,1,1,0,0,0,0,0
3034119,CCCCC(C)C(C)(C)O,"['flower', 'herbal']",0,0,0,0,1,0,0,1,0,0,0
3034463,CC1C=CCCC1(C)C=O,"['green', 'flower', 'herbal', 'fruity']",0,0,0,0,1,1,1,1,0,0,0
3034843,CC1([C@H]2CC1CC3C2=CC(=O)CC3)C,['herbal'],0,0,0,0,0,0,0,1,0,0,0
3034893,CC\1C=C(CC/C1=C\NC2=CC=CC=C2C(=O)OC)C,"['flower', 'aquatic', 'green', 'fruity']",0,0,1,0,1,1,1,0,0,0,0
3034895,CCC(=O)OC1C=CC2C1C3CCC2C3,"['green', 'flower', 'herbal', 'fruity']",0,0,0,0,1,1,1,1,0,0,0
3034897,CC1(CCC=C2C1CCC(C2)C=O)C,"['flower', 'aquatic', 'green', 'fruity']",0,0,1,0,1,1,1,0,0,0,0
3036969,C/C(=C/OC(=O)C)/C1=CC=CC=C1,"['green', 'fruity']",0,0,0,0,0,1,1,0,0,0,0
3066538,CCC1C(=O)C(=CO1)CO,['savory'],0,0,0,0,0,0,0,0,1,0,0
3083613,CC#CC#CCC1=CC=CC=C1,['spices'],0,0,0,0,0,0,0,0,0,1,0
3083805,CCC=C(C=O)C1=CC=CC=C1,"['flower', 'savory', 'green']",0,0,0,0,1,0,1,0,1,0,0
3084311,CC1=C[C@H]2[C@@H](CC[C@@]([C@H]2CC1)(C)O)C(C)C,"['herbal', 'savory']",0,0,0,0,0,0,0,1,1,0,0
3084331,CC1=C[C@H]2[C@@H](CC[C@]([C@H]2CC1)(C)O)C(C)C,"['herbal', 'savory']",0,0,0,0,0,0,0,1,1,0,0
3084426,CC(=O)OC(C)(C)C=C,"['green', 'fruity']",0,0,0,0,0,1,1,0,0,0,0
3085213,CC(C)CC(=O)OC1=C(C=C(C=C1)CC=C)OC,"['spices', 'fruity']",0,0,0,0,0,1,0,0,0,1,0
3085365,C[C@@H]1CC(C=C([C@@]12CCC(=C(C)C)C2)C)O,"['woody', 'earthy']",0,0,0,1,0,0,0,0,0,0,1
